advertiser,year,month,Tv,Print_Media,Radio,Google,Fb_and_Insta,Youtube,Hoardings,Others,Total,Sales
SANKA DALL MILLS,2020,12,739954.5,32601.81403,5443.660167,153638.8388,303174.3113,45510.4803,6099.545719,18010.01033,1304433.161,11373133.97
SANOFI PASTEUR INDIA PVT LTD,2018,12,5992826,282792.8425,63621.83257,1023423.759,1638767.014,216068.1524,141413.7713,211806.9915,9570720.363,162698659.4
SANOFI PASTEUR INDIA PVT LTD,2019,11,15235744,623374.9456,188319.6212,1399840.579,6380360.742,441854.7244,316169.7544,335093.4078,24920757.78,182178224.9
SANOFI PASTEUR INDIA PVT LTD,2019,12,8839399,599279.1953,82746.49046,2331115.919,2977199.602,445791.5479,91971.35558,325121.3886,15692624.5,177098581.1
SANSKAR INFO TV PVT LTD,2019,9,798278,49227.35859,12460.49406,257476.3817,287591.6582,40113.97684,8393.422334,29928.72887,1483470.021,24404081.69
SANSKAR INFO TV PVT LTD,2019,10,798278,49227.35859,12460.49406,257476.3817,287591.6582,40113.97684,8393.422334,29928.72887,1483470.021,24404081.69
SANSKAR INFO TV PVT LTD,2019,11,798278,49227.35859,12460.49406,257476.3817,287591.6582,40113.97684,8393.422334,29928.72887,1483470.021,24404081.69
SANSKAR INFO TV PVT LTD,2019,12,798278,49227.35859,12460.49406,257476.3817,287591.6582,40113.97684,8393.422334,29928.72887,1483470.021,24404081.69
SANSUI INDIA,2019,9,3182537,219222.2685,54291.78288,358510.7894,628197.1602,86003.0436,25369.12044,32280.99118,4586412.156,68821241.63
SANSUI INDIA,2019,10,2246792,127677.8058,22835.35039,520691.6499,447354.8924,116211.4615,28560.11402,42014.2675,3552137.541,56728057.27
SANSUI INDIA,2019,11,2714664.5,173450.0372,38563.56663,439601.2197,537776.0263,101107.2526,26964.61723,37147.62934,4069274.849,62774649.45
SANSUI INDIA,2019,12,2246792,127677.8058,22835.35039,520691.6499,447354.8924,116211.4615,28560.11402,42014.2675,3552137.542,56728057.27
SARAS INDUSTRIES,2020,11,66864,3544.067301,1163.284692,16558.13976,25939.09843,3175.958089,437.7179088,1164.107399,118846.3736,893589.1288
SARAS INDUSTRIES,2020,12,66864,3544.067301,1163.284692,16558.13976,25939.09843,3175.958089,437.7179088,1164.107399,118846.3736,893589.1288
SARDAR PATEL LOKPRASHASAN SANSTA-SPIPA,2021,3,533103,38652.9731,7316.591512,167259.2154,106382.1463,18883.86625,11129.49309,18408.02493,901135.3106,14847138.8
SARDAR PATEL LOKPRASHASAN SANSTA-SPIPA,2021,4,533103,38845.77988,5746.503455,95808.52652,215201.4832,30540.63146,6209.795173,19218.00554,944673.7253,10386460.65
SARDAR PATEL LOKPRASHASAN SANSTA-SPIPA,2021,5,533103,24334.45414,2759.187088,156939.2364,221481.9113,20494.86007,12679.18318,15350.71323,987142.5454,7726558.118
SARDAR PATEL LOKPRASHASAN SANSTA-SPIPA,2021,6,533103,34432.16118,3483.575711,45457.71389,125422.0215,31600.96918,4142.904095,10930.37278,788572.7184,7105913.781
SATHPUSHTI LIFELINE PRODUCTS,2020,11,520180,19572.63228,8865.245162,64420.97382,226726.5438,22157.76425,11002.35823,11085.57282,884011.0903,10183183.81
SATHPUSHTI LIFELINE PRODUCTS,2020,12,520180,19572.63228,8865.245162,64420.97382,226726.5438,22157.76425,11002.35823,11085.57282,884011.0904,10183183.81
SBI FUNDS MANAGEMENT LTD,2020,11,21341130,1090027.419,236226.648,2873770.994,9840478.441,833889.2772,473077.4118,358470.5199,37047070.71,619518813.6
SBI FUNDS MANAGEMENT LTD,2020,12,38186230,1783409.415,583734.1456,11146314.09,8460733.697,2340513.069,604292.5994,831410.276,63936637.29,451258333.7
SCREEN GEMS,2018,12,812662,50771.41746,5650.325446,99328.65531,200245.6586,33120.31151,9104.180361,17046.04428,1227928.593,16785910.71
SENIORITY LTD,2018,9,1798438,47415.76043,25439.78804,198672.772,689326.8501,49535.26868,37440.04536,59573.93942,2905842.424,47992408.13
SENIORITY LTD,2018,10,1798438,47415.76043,25439.78804,198672.772,689326.8501,49535.26868,37440.04536,59573.93942,2905842.424,47992408.13
SENIORITY LTD,2018,11,1798438,47415.76043,25439.78804,198672.772,689326.8501,49535.26868,37440.04536,59573.93942,2905842.424,47992408.13
SENIORITY LTD,2018,12,1798438,47415.76043,25439.78804,198672.772,689326.8501,49535.26868,37440.04536,59573.93942,2905842.424,47992408.13
SENNHEISER ELECTRO INDIA P LTD,2018,9,575760,18276.27435,5772.282067,51619.9445,159503.6387,17791.53255,12744.71471,19110.11385,860578.5008,6748517.222
SENNHEISER ELECTRO INDIA P LTD,2018,10,2213768,152544.2402,14157.43256,562939.1862,513177.7655,106163.8448,50703.42153,26400.15978,3639854.051,60534441.7
SENNHEISER ELECTRO INDIA P LTD,2018,11,1394764,85410.25728,9964.857314,307279.5654,336340.7021,61977.68868,31724.06812,22755.13682,2250216.276,33641479.46
SENNHEISER ELECTRO INDIA P LTD,2018,12,2213768,152544.2402,14157.43256,562939.1862,513177.7655,106163.8448,50703.42153,26400.15978,3639854.051,60534441.7
SGR (777) FOODS PVT LTD,2020,11,524236,33757.42874,2642.403822,135211.855,198014.4928,28789.3471,10443.91045,8939.356265,942034.7942,7862682.983
SGR (777) FOODS PVT LTD,2020,12,524236,33757.42874,2642.403822,135211.855,198014.4928,28789.3471,10443.91045,8939.356265,942034.7942,7862682.983
SHAEL OSWAL,2018,10,1852629,72375.46351,16016.11245,427284.2608,682579.8406,90293.08284,13191.62513,65313.08184,3219682.467,39898723.98
SHAEL OSWAL,2018,11,1852629,72375.46351,16016.11245,427284.2608,682579.8406,90293.08284,13191.62513,65313.08184,3219682.467,39898723.98
SHAEL OSWAL,2018,12,1852629,72375.46351,16016.11245,427284.2608,682579.8406,90293.08284,13191.62513,65313.08184,3219682.467,39898723.98
SHALOM GARMENTS PVT LTD,2019,10,2281881,103866.6463,23026.39534,635576.3756,641138.8484,87491.12026,54054.88059,78059.31554,3905094.582,60187989.15
SHALOM GARMENTS PVT LTD,2019,11,2281881,103866.6463,23026.39534,635576.3756,641138.8484,87491.12026,54054.88059,78059.31554,3905094.582,60187989.15
SHALOM GARMENTS PVT LTD,2019,12,2281881,103866.6463,23026.39534,635576.3756,641138.8484,87491.12026,54054.88059,78059.31554,3905094.582,60187989.15
SHANDONG COCOLY FERTILIZER CO LTD,2018,12,774537,46789.13585,6307.21784,112990.7811,157856.8646,26197.73456,11063.25943,13782.73828,1149524.732,21177100.76
SHAROMANI GURUDWARA PRABANDHAK COMMITTEE (AMT),2020,11,185528,7439.486923,1155.712798,57947.56766,77937.06854,6637.749317,1553.877297,5769.695452,343969.158,5551642.01
SHAROMANI GURUDWARA PRABANDHAK COMMITTEE (AMT),2020,12,185528,7439.486923,1155.712798,57947.56766,77937.06854,6637.749317,1553.877297,5769.695452,343969.158,5551642.01
SHELL INDIA MARKETS PVT LTD,2021,3,8363559,513624.8406,110952.0375,972386.0607,1707166.414,244379.7852,187175.8433,240542.0387,12339786.02,230073344.6
SHELL INDIA MARKETS PVT LTD,2021,4,8363559,426948.2397,46217.75305,1367076.374,3844694.146,354369.9965,150044.104,83837.79341,14636747.41,179234738.7
SHELL INDIA MARKETS PVT LTD,2021,5,8363559,518630.9394,42195.77941,1235494.985,3860087.414,318851.068,160243.8074,306059.1991,14805122.19,121127207.2
SHELL INDIA MARKETS PVT LTD,2021,6,8363559,346453.3029,98342.91251,1207319.728,2075616.812,417369.054,176269.2599,275668.4166,12960598.49,244826702.3
SHEN YUN PERFORMING ARTS,2018,11,1696779,89521.8111,21777.55073,321470.2294,811101.6414,63227.53583,12096.95114,59413.06314,3075387.783,47718212.17
SHEN YUN PERFORMING ARTS,2018,12,1696779,89521.8111,21777.55073,321470.2294,811101.6414,63227.53583,12096.95114,59413.06314,3075387.783,47718212.17
SHREE SAI DEVELOPERS & PROMOTERS,2020,10,541755,16153.29849,9147.453564,147534.3828,144894.7342,23883.96209,10548.43281,20692.83507,914610.099,11316077.31
SHREE SAI DEVELOPERS & PROMOTERS,2020,11,541755,16153.29849,9147.453564,147534.3828,144894.7342,23883.96209,10548.43281,20692.83507,914610.099,11316077.31
SHREE SAI DEVELOPERS & PROMOTERS,2020,12,463317,15772.47736,7080.908362,53385.01512,154850.0301,15187.79669,6309.44714,5582.812815,721485.4876,13382237.46
SHRENO LTD,2021,3,2332390,89222.42728,25280.00486,356056.0245,470066.1234,101342.6592,55538.97555,41950.82895,3471847.044,36906603.06
SHRENO LTD,2021,4,2332390,120505.1976,27942.43381,685528.8593,502040.7112,118262.8081,53935.83517,58646.28539,3899252.131,32772321.39
SHRENO LTD,2021,5,2332390,80787.115,13938.86504,181366.5684,548588.0361,137118.3788,51759.60061,85213.36149,3431161.925,28123762.67
SHRENO LTD,2021,6,2332390,86229.24244,22685.24435,418265.4496,662236.0606,106033.4218,11897.56022,60092.0249,3699829.004,58333985.11
SHRI DANI CARE MULTI SPL HOSPITAL,2020,12,447728,14769.59231,6628.839161,102644.2822,198164.5188,14981.59482,5521.928098,5484.438951,795923.1944,11820187.5
SHRI RAJIVGANDHI IAS ACADEMY,2019,11,47960,1240.547033,732.0555925,15132.8943,11188.76437,1452.395133,456.6745435,1069.867466,79233.19844,1343580.616
SHRI RAJIVGANDHI IAS ACADEMY,2019,12,47960,1240.547033,732.0555925,15132.8943,11188.76437,1452.395133,456.6745435,1069.867466,79233.19844,1343580.616
SHRI RANCHHODRAI MASALA MILL,2020,9,291052,11741.49082,2880.173204,87440.81516,54343.77094,8774.57155,1517.752047,8127.749338,465878.3231,4667057.294
SHRI RANCHHODRAI MASALA MILL,2020,10,291052,11741.49082,2880.173204,87440.81516,54343.77094,8774.57155,1517.752047,8127.749338,465878.3231,4667057.294
SHRI RANCHHODRAI MASALA MILL,2020,11,291052,11741.49082,2880.173204,87440.81516,54343.77094,8774.57155,1517.752047,8127.749338,465878.3231,4667057.294
SHRI RANCHHODRAI MASALA MILL,2020,12,291052,11741.49082,2880.173204,87440.81516,54343.77094,8774.57155,1517.752047,8127.749338,465878.3231,4667057.294
SHRIRAM BIOSEED GENETICS IND,2020,11,54785,1951.162281,630.6441278,12501.13402,10806.19905,2683.873733,721.6464883,1779.09133,85858.75103,1510667.284
SHRIRAM BIOSEED GENETICS IND,2020,12,54785,1951.162281,630.6441278,12501.13402,10806.19905,2683.873733,721.6464883,1779.09133,85858.75103,1510667.284
SIKKIM/DIREC OF STATE LOTTERIES (NAGALAND),2020,11,1662834,41892.18189,22459.09762,407860.7231,536846.876,104619.3305,9987.168771,50843.61975,2837342.998,45385532.35
SIKKIM/DIREC OF STATE LOTTERIES (NAGALAND),2020,12,1043350,32228.62219,10144.26159,103736.62,231410.7159,58986.99236,6768.775434,25803.24138,1512429.229,22515480.19
SILK KENDRA,2021,3,3059758,114327.2823,29522.79254,959181.3816,660922.5429,171699.0206,44171.65759,111513.2423,5151095.92,80749213.71
SILK KENDRA,2021,4,3059758,156343.4176,40421.0556,318422.6672,1467116.543,133974.6014,54566.60651,91516.41714,5322119.308,73545070.47
SILK KENDRA,2021,5,3059758,215104.6085,39876.25445,705476.9881,963082.3287,98041.02564,32477.01269,35197.8933,5149014.111,39608449.18
SILK KENDRA,2021,6,3059758,227781.0675,17779.72737,425981.6583,933172.5895,162129.1445,29592.58331,43004.18359,4899198.954,46031472.64
SILVER ENGG COMPANY,2020,10,178579,6426.119505,1007.728143,27271.37422,49149.4556,6369.12817,3233.146652,6481.087051,278517.0393,2493352.064
SILVER ENGG COMPANY,2020,11,1828450,135679.4517,13650.71878,392866.8878,362614.7264,48220.75558,22801.49018,46270.31731,2850554.348,36038290.19
SILVER ENGG COMPANY,2020,12,1582858,51694.43671,16074.16393,128010.9145,704640.1488,75841.02377,18317.06411,29755.56903,2607191.321,35604233.94
SIMBA TOYS INDIA PVT LTD,2018,9,1240474,76345.00197,9808.708744,130648.9636,470091.1992,65952.60166,16228.38852,33116.51663,2042665.38,28672920.68
SIMBA TOYS INDIA PVT LTD,2018,10,2036722,65123.22641,10488.29485,521158.5809,405740.2438,100113.2668,46551.87276,30341.50812,3216238.994,24407533.83
SIMBA TOYS INDIA PVT LTD,2018,11,1638598,70734.11419,10148.5018,325903.7723,437915.7215,83032.93423,31390.13064,31729.01238,2629452.187,26540227.26
SIMBA TOYS INDIA PVT LTD,2018,12,2036722,65123.22641,10488.29485,521158.5809,405740.2438,100113.2668,46551.87276,30341.50812,3216238.994,24407533.83
SINGHLA AND COMPANY,2019,9,2536575,189077.3343,40898.08322,590405.561,1209652.847,145505.5928,46834.54798,36578.97168,4795527.938,52966983.41
SINGHLA AND COMPANY,2019,10,6387713,418449.1037,50018.70603,689458.4049,2788596.918,271651.0062,31027.13696,88633.61885,10725547.9,151520754.7
SINGHLA AND COMPANY,2019,11,36018,2583.57328,501.1658048,2830.886314,15886.41961,1460.809303,551.903674,885.63803,60718.39601,424070.7662
SINGHLA AND COMPANY,2019,12,3211865.5,210516.3385,25259.93592,346144.6456,1402241.669,136555.9078,15789.52032,44759.62844,5393133.145,75972412.73
SIRIVAIBHAVA GOLD PALACE,2018,9,693538,47865.75065,11796.6008,167009.624,129743.9092,29172.7479,6662.082853,7324.931963,1093113.647,17845457.9
SIRIVAIBHAVA GOLD PALACE,2018,10,693538,47865.75065,11796.6008,167009.624,129743.9092,29172.7479,6662.082853,7324.931963,1093113.647,17845457.9
SIRIVAIBHAVA GOLD PALACE,2018,11,693538,47865.75065,11796.6008,167009.624,129743.9092,29172.7479,6662.082853,7324.931963,1093113.647,17845457.9
SIRIVAIBHAVA GOLD PALACE,2018,12,693538,47865.75065,11796.6008,167009.624,129743.9092,29172.7479,6662.082853,7324.931963,1093113.647,17845457.9
SITI NETWORKS LTD,2021,3,440560,28089.20066,3975.470642,114835.2673,111285.6287,17172.51345,3911.713436,12274.73786,732104.5321,10891027.67
SITI NETWORKS LTD,2021,4,440560,26008.93926,4988.044965,95552.94565,179893.9132,18263.25319,3619.328474,8616.809482,777503.2343,12599941.3
SITI NETWORKS LTD,2021,5,440560,13960.92706,4997.583502,73050.37787,86366.25495,17223.09813,6490.580971,10961.40307,653610.2256,8101142.045
SITI NETWORKS LTD,2021,6,440560,12893.34049,3381.366445,62322.02497,85816.90269,22716.89785,4304.259375,10220.0404,642214.8322,12988563.34
SIVA FOODS,2018,9,1956290,84959.04775,27459.71618,536023.3858,793849.6544,89514.05378,40195.40935,72383.0869,3600674.354,26999051.02
SIVA FOODS,2018,10,1956290,84959.04775,27459.71618,536023.3858,793849.6544,89514.05378,40195.40935,72383.0869,3600674.354,26999051.02
SIVA FOODS,2018,11,850560,29728.65199,12574.50886,164901.5898,230247.2019,41376.52695,4806.109573,19640.94261,1353835.532,15344951.47
SIVA FOODS,2018,12,1526436,82856.58957,25158.5733,125933.5085,392258.3912,57702.44491,34107.45595,19454.68807,2263907.652,27787183.9
SIVANTOS INDIA PVT LTD,2021,3,729220,21838.51501,9214.075723,130010.0058,326845.3233,27836.07763,7576.729228,18539.78512,1271080.512,11764157.94
SIVANTOS INDIA PVT LTD,2021,4,729220,39021.9709,4415.680158,96169.10319,248205.0516,29226.96695,17031.08816,26154.7947,1189444.656,8700692.469
SIVANTOS INDIA PVT LTD,2021,5,729220,45963.24806,10747.19566,174676.4869,312663.4248,40124.93549,13389.35211,12985.71547,1339770.358,11764787.18
SIVANTOS INDIA PVT LTD,2021,6,729220,33968.12982,5526.583527,81723.01558,179017.4085,35895.13463,11275.77715,7641.775272,1084267.825,19304898.48
SKANRAY TECHNOLOGIES PVT LTD,2020,12,45949,2295.632038,599.7626337,9927.28937,21057.96758,2235.566327,202.5641803,1027.461772,83295.2439,1148645.554
SKY B (BANGLA) PVT LTD,2021,3,537950,24169.19833,6727.27391,104619.6966,230158.9924,21233.73801,8410.172029,16237.60203,949506.6733,11150418.09
SKY B (BANGLA) PVT LTD,2021,4,537950,37120.84949,8292.108632,115491.0623,119524.9996,24476.81426,7929.733265,13680.77469,864466.3422,11257798.72
SKY B (BANGLA) PVT LTD,2021,5,537950,22369.72156,7372.720838,168352.4413,186062.2055,20189.53937,11250.50645,11147.98822,964695.1233,7376795.437
SKY B (BANGLA) PVT LTD,2021,6,537950,35339.52313,4582.943013,68555.73884,124148.2423,24895.69923,4159.802881,8356.033441,807987.9828,6143327.814
SKYROCKET LLC,2019,11,1529363,82652.39432,24979.02634,337503.7364,469867.5958,79069.69895,17247.80778,17310.76409,2557994.024,16799533.8
SKYROCKET LLC,2019,12,1529363,82652.39432,24979.02634,337503.7364,469867.5958,79069.69895,17247.80778,17310.76409,2557994.024,16799533.8
SMA CHEMICALS (CHN),2018,12,79800,4954.500801,548.9060372,21636.66452,34522.20331,3920.571948,1658.882479,3108.00747,150149.7366,1567226.326
SMART UP,2021,3,2372754,173226.1603,24701.68908,274585.8265,864147.8104,95957.11342,12272.8001,42258.61525,3859904.015,57161279.42
SMART UP,2021,4,2372754,106113.5901,20808.2593,372001.9709,522656.1432,81838.93692,36010.4358,77351.74561,3589535.082,69664544.33
SMART UP,2021,5,2372754,67923.7502,16703.18717,188009.1375,917281.3307,142248.1351,18027.09822,65282.85778,3788229.497,38855673.97
SMART UP,2021,6,2372754,131469.9808,12073.50174,513384.7582,523374.5605,115285.2455,26076.93033,63137.04942,3757556.027,53030376.58
SMM EQUIPMENTS PVT LTD,2019,12,862254,36292.59883,10948.17705,100978.2462,328893.7553,32628.26405,10436.64334,25505.58486,1407937.27,20220653.38
SMT SHAKUNTALA EDU&WELFARE SOC,2019,9,991726,56890.68963,15831.81712,316538.5038,409902.5353,29796.82332,17954.00673,9506.977399,1848147.353,15112178.07
SMT SHAKUNTALA EDU&WELFARE SOC,2019,10,991726,56890.68963,15831.81712,316538.5038,409902.5353,29796.82332,17954.00673,9506.977399,1848147.353,15112178.07
SMT SHAKUNTALA EDU&WELFARE SOC,2019,11,991726,56890.68963,15831.81712,316538.5038,409902.5353,29796.82332,17954.00673,9506.977399,1848147.353,15112178.07
SMT SHAKUNTALA EDU&WELFARE SOC,2019,12,991726,56890.68963,15831.81712,316538.5038,409902.5353,29796.82332,17954.00673,9506.977399,1848147.353,15112178.07
SNAPDEAL PRIVATE LIMITED,2019,9,2134781,67976.35589,26657.29358,432459.7832,757798.6161,125947.9403,47711.43676,53796.85663,3647129.282,56719233.78
SNAPDEAL PRIVATE LIMITED,2019,10,77795360,5121946.088,610956.1226,24054215.87,23113239.71,4432120.003,1260997.515,2417994.881,138806830.2,2349566456
SNAPDEAL PRIVATE LIMITED,2019,11,39965070.5,2594961.222,318806.7081,12243337.83,11935519.16,2279033.972,654354.4759,1235895.869,71226979.74,1203142845
SNAPDEAL PRIVATE LIMITED,2019,12,77795360,5121946.088,610956.1226,24054215.87,23113239.71,4432120.003,1260997.515,2417994.881,138806830.2,2349566456
SNEHA PUBLISHERS,2019,12,738951,40945.21734,11496.07889,213296.2901,299850.1138,41522.9469,7441.520053,13396.50263,1366899.67,17509209.09
SOUTHINDIAN CONSTRUCTIONS PVT LTD,2019,10,668278,42247.72405,5241.41608,203729.3509,228914.4882,40834.4098,15782.4941,18711.36006,1223739.243,11518949.91
SOUTHINDIAN CONSTRUCTIONS PVT LTD,2019,11,668278,42247.72405,5241.41608,203729.3509,228914.4882,40834.4098,15782.4941,18711.36006,1223739.243,11518949.91
SOUTHINDIAN CONSTRUCTIONS PVT LTD,2019,12,668278,42247.72405,5241.41608,203729.3509,228914.4882,40834.4098,15782.4941,18711.36006,1223739.243,11518949.91
SPARCOT INTL LLP,2021,3,926200,38150.8988,8172.260148,93395.64511,277829.2555,43551.95306,14452.00472,31925.3131,1433677.33,25148522.51
SPARCOT INTL LLP,2021,4,926200,47154.89039,8460.861106,96807.95922,168915.8367,36832.57787,6874.057647,21709.61225,1312955.795,12512997.48
SPARCOT INTL LLP,2021,5,926200,52489.30411,13534.01943,143351.6088,438451.8953,41511.87134,10209.13458,11743.72146,1637491.555,9474567.992
SPARCOT INTL LLP,2021,6,926200,30738.36806,4793.034175,237364.5152,237391.9898,44615.77576,6396.301762,19787.23679,1507287.222,13584014.44
SPP SILKS (ERD),2018,10,915613,62789.08915,11697.39586,157122.1788,315150.5931,47201.8742,16008.30018,30311.43746,1555893.869,24642479.83
SPP SILKS (ERD),2018,11,915613,62789.08915,11697.39586,157122.1788,315150.5931,47201.8742,16008.30018,30311.43746,1555893.869,24642479.83
SPP SILKS (ERD),2018,12,915613,62789.08915,11697.39586,157122.1788,315150.5931,47201.8742,16008.30018,30311.43746,1555893.869,24642479.83
SREE CHAKRA FOODS & BEVERAGES PVT LTD,2019,9,1000174,73758.07863,13575.32055,284281.1055,356825.8866,39471.03781,11588.56282,29175.45351,1808849.445,26962092.07
SREE CHAKRA FOODS & BEVERAGES PVT LTD,2019,10,688045,49805.2572,11599.97725,99374.2292,275878.8997,29189.05934,6049.173057,20955.14697,1180896.743,11866429.76
SREE CHAKRA FOODS & BEVERAGES PVT LTD,2019,11,844109.5,61781.66792,12587.6489,191827.6674,316352.3932,34330.04858,8818.867939,25065.30024,1494873.094,19414260.92
SREE CHAKRA FOODS & BEVERAGES PVT LTD,2019,12,688045,49805.2572,11599.97725,99374.2292,275878.8997,29189.05934,6049.173057,20955.14697,1180896.743,11866429.76
SRI BHUSAMETHA SRI VENKATESWARASWAMY DEV,2018,10,1145102,73943.86526,17438.36768,144764.95,312483.6137,54719.92161,20814.884,22961.5491,1792229.151,16249587.8
SRI BHUSAMETHA SRI VENKATESWARASWAMY DEV,2018,11,1356449,87415.32837,14918.60092,109008.3626,647278.8721,66975.05013,30519.95602,46280.24321,2358845.413,17631662.86
SRI BHUSAMETHA SRI VENKATESWARASWAMY DEV,2018,12,1250775.5,80679.59682,16178.4843,126886.6563,479881.2429,60847.48587,25667.42001,34620.89616,2075537.282,16940625.33
SRI GANAPATHY SILKS,2020,10,196576,6058.530028,1679.982415,31328.27806,51825.24143,5951.129066,927.5642265,7144.687445,301491.4127,3801345.485
SRI GANAPATHY SILKS,2020,11,196576,6058.530028,1679.982415,31328.27806,51825.24143,5951.129066,927.5642265,7144.687445,301491.4127,3801345.485
SRI GANAPATHY SILKS,2020,12,196576,6058.530028,1679.982415,31328.27806,51825.24143,5951.129066,927.5642265,7144.687445,301491.4127,3801345.485
SRI KALISWARI FIREWORKS P LTD,2018,11,1159880,74167.6902,13237.46859,189881.8785,351222.2769,59394.25835,12466.75743,33958.42144,1894208.751,13321232.66
SRI KALISWARI FIREWORKS P LTD,2018,12,1159880,74167.6902,13237.46859,189881.8785,351222.2769,59394.25835,12466.75743,33958.42144,1894208.751,13321232.66
SRI PADMAVATI AMMA OLD HOME,2019,10,65629,3969.238904,736.5539794,8532.956759,15849.70541,3431.609857,1142.534776,2471.286261,101762.886,1850711.837
SRI PADMAVATI AMMA OLD HOME,2019,11,65629,3969.238904,736.5539794,8532.956759,15849.70541,3431.609857,1142.534776,2471.286261,101762.8859,1850711.837
SRI PADMAVATI AMMA OLD HOME,2019,12,65629,3969.238904,736.5539794,8532.956759,15849.70541,3431.609857,1142.534776,2471.286261,101762.8859,1850711.837
SRI SHANMUGAVEL MILLS (P) LTD,2018,11,1187725,64275.25067,12138.1804,228810.1199,277672.0984,59794.66122,11816.48767,37016.03709,1879247.835,25101743.67
SRI SHANMUGAVEL MILLS (P) LTD,2018,12,1187725,64275.25067,12138.1804,228810.1199,277672.0984,59794.66122,11816.48767,37016.03709,1879247.835,25101743.67
SRIMATHI SUNDARA VALLI MEMORIAL EDUC TRUST,2019,11,1032298,61954.04424,10182.24285,135259.6402,401808.7748,49985.91092,15603.69821,12820.30613,1719912.617,25816926.93
SRIMATHI SUNDARA VALLI MEMORIAL EDUC TRUST,2019,12,1032298,61954.04424,10182.24285,135259.6402,401808.7748,49985.91092,15603.69821,12820.30613,1719912.617,25816926.93
ST ANTHONY HIGH SCH (GALGIBAG),2018,9,19366818,1158238.882,149305.3775,5589913.41,4881254.167,780627.3159,77751.91574,331823.4615,32335732.53,295899359.6
ST ANTHONY HIGH SCH (GALGIBAG),2018,10,53549330,1529681.807,772026.6016,7125780.941,19450471.57,3135050.636,629769.3202,488184.8934,86680295.77,1004033756
ST ANTHONY HIGH SCH (GALGIBAG),2018,11,21381819,814216.1898,220822.5474,2866008.302,10020037.83,1028931.661,455107.6065,803591.0478,37590534.18,582100162.5
ST ANTHONY HIGH SCH (GALGIBAG),2018,12,932015,29696.21286,7460.210389,132727.5047,174225.5755,40817.71974,19172.72866,9537.414445,1345652.366,13349365.45
STAR CRUISES,2019,11,1931349,96539.21328,23140.15706,462469.57,667248.3745,89611.13361,23975.41381,74646.03923,3368978.902,24367998.64
STAR CRUISES,2019,12,1931349,96539.21328,23140.15706,462469.57,667248.3745,89611.13361,23975.41381,74646.03923,3368978.901,24367998.64
STAR ELECTRICALS,2018,12,2274211,146478.809,11952.63958,205518.7101,432890.8724,76863.805,26350.37005,40476.82221,3214743.028,27596562.68
STARMAKER ENTERTAINMENT TECHNOLOGY INDIA PVT LTD,2019,11,29487889,1121703.481,319285.5136,4106071.989,8635902.011,1566045.039,691855.3134,752547.2508,46681299.6,490014706.9
STARMAKER ENTERTAINMENT TECHNOLOGY INDIA PVT LTD,2019,12,75941161,5315051.948,1133903.99,16234696.78,27105152.48,3411111.553,1241077.573,2932559.174,133314714.5,827039453.1
STARTING 11 LLC,2020,10,4178324,145628.0051,64697.81645,1016892.899,1856257.72,249561.0571,77861.30645,74536.90588,7663759.71,49972277.48
STARTING 11 LLC,2020,11,4178324,145628.0051,64697.81645,1016892.899,1856257.72,249561.0571,77861.30645,74536.90588,7663759.71,49972277.48
STARTING 11 LLC,2020,12,4178324,145628.0051,64697.81645,1016892.899,1856257.72,249561.0571,77861.30645,74536.90588,7663759.71,49972277.48
STEELMAX ROLLING MILLS LTD,2020,12,2047586,138297.668,34686.03162,645141.0685,872469.2907,76116.22501,15313.55086,45943.07402,3875552.909,22510512
STYLAM INDUSTRIES LTD,2020,9,386765,27533.76821,3109.456357,32604.62172,112915.5023,14340.86123,7639.055294,13343.94385,598252.209,9015365.006
STYLAM INDUSTRIES LTD,2020,10,2351193,167091.8053,30751.27604,211929.7507,884886.1118,141762.1303,30571.90878,59252.47438,3877438.457,37300922.3
STYLAM INDUSTRIES LTD,2020,11,1368979,97312.78676,16930.3662,122267.1862,498900.807,78051.49577,19105.48204,36298.20912,2237845.333,23158143.65
STYLAM INDUSTRIES LTD,2020,12,2351193,167091.8053,30751.27604,211929.7507,884886.1118,141762.1303,30571.90878,59252.47438,3877438.457,37300922.3
SUBRAMANIAM ENTERTAINMENT,2020,10,4798845,239466.2101,31277.64482,1433491.546,2087840.994,272760.0503,29141.48527,144138.527,9036961.457,124662267.6
SUBRAMANIAM ENTERTAINMENT,2020,11,4798845,239466.2101,31277.64482,1433491.546,2087840.994,272760.0503,29141.48527,144138.527,9036961.457,124662267.6
SUBRAMANIAM ENTERTAINMENT,2020,12,4798845,239466.2101,31277.64482,1433491.546,2087840.994,272760.0503,29141.48527,144138.527,9036961.457,124662267.6
SUJANIL CHEMO INDUSTRIES,2018,9,1239662,80829.7457,15326.54876,384053.3129,546817.8929,57472.05532,6082.648214,40785.50331,2371029.707,31432676.79
SUJANIL CHEMO INDUSTRIES,2018,10,1239662,80829.7457,15326.54876,384053.3129,546817.8929,57472.05532,6082.648214,40785.50331,2371029.707,31432676.79
SUJANIL CHEMO INDUSTRIES,2018,11,1239662,80829.7457,15326.54876,384053.3129,546817.8929,57472.05532,6082.648214,40785.50331,2371029.707,31432676.79
SUJANIL CHEMO INDUSTRIES,2018,12,1239662,80829.7457,15326.54876,384053.3129,546817.8929,57472.05532,6082.648214,40785.50331,2371029.707,31432676.79
