advertiser,Best_Model
SONALI SOAP & CHEMICALS,Multiple_Regression_TV_Radio_Media
SONALIKA INTL TRACTORS LTD,Polynomial_Regression_TV_Radio_Media
SONAM CLOCK LIMITED,Multiple_Regression
SONOVISION,Polynomial_Regression_TV_to_Others
SONY INDIA LTD,Multiple_Regression
SONY MUSIC,LSTM
SONY PICTURES ENTERTAINMENT CO,Multiple_Regression
SONY PICTURES NETWORKS INDIA PRIVATE LIMITED,Multiple_Regression_TV_Radio_Media
SOOTHE HEALTHCARE,Multiple_Regression_TV_Radio_Media
SOPHIYA INSTITUTE,Multiple_Regression_TV_Radio_Media
SORTING HAT TECHNOLOGIES PVT LTD,Polynomial_Regression_TV_Radio_Media
SOS CHILDRENS VILLAGES OF INDIA,Multiple_Regression
SOTHEBYS INTL REALTY,Multiple_Regression
SOUMIS HERBAL PVT LTD,Linear_Regression
SOUTH AFRICAN TOURISM,Multiple_Regression
SOUTH ASIA FM LTD,Multiple_Regression
SOUTH EAST CHEMICALS,Polynomial_Regression_TV_to_Others
SOUTH INDIA SHOPPING MALL,Multiple_Regression_TV_Radio_Media
SOUTH INDIAN BANK,Multiple_Regression
SOUTH WESTERN UNIVERSITY,Multiple_Regression_TV_Radio_Media
SOUTHERN HEALTH FOODS PVT LTD,Polynomial_Regression_TV_to_Others
SOUTHERN REGION WATER TREATMENT EQUIP OW,Multiple_Regression_TV_Radio_Media
SOUTHERN TRAVELS PVT LTD,Multiple_Regression_TV_Radio_Media
SOUTHINDIAN CONSTRUCTIONS PVT LTD,Multiple_Regression_TV_Radio_Media
SOWBAGHYA,Polynomial_Regression_TV_to_Others
SOWDAMBIKAA GROUP OF INSTS,Multiple_Regression_TV_Radio_Media
SOWKEA ENTERPRISES,Multiple_Regression_TV_Radio_Media
SOWRYA CONSULTANCY,Multiple_Regression_TV_Radio_Media
SP ENTERPRISES VENTURES PVT LTD,Multiple_Regression_TV_Radio_Media
SPANDANA SPHOORTY FINANCIA LTD,Multiple_Regression_TV_Radio_Media
SPARCOT INTL LLP,Multiple_Regression_TV_Radio_Media
SPB TECHNICAL INST,Multiple_Regression_TV_Radio_Media
SPECIALITY RESTAURANTS PVT LTD,Multiple_Regression
SPECSMAKERS,LSTM
SPEED MEDICAL INST,Multiple_Regression_TV_Radio_Media
SPEEDDWELL BOTANICAL PVT LTD,Multiple_Regression
SPHINEX CHEMICALS,Multiple_Regression
SPICE CART INDIA,Multiple_Regression_TV_Radio_Media
SPICEJET LTD,LSTM
SPOORTHI HERBALS & INTERNATIONAL PVT LTD,Multiple_Regression_TV_Radio_Media
SPOORTHI HERBALS (UDUPI),Polynomial_Regression_TV_to_Others
SPOORTHY FOOD PRODUCTS,Multiple_Regression_TV_Radio_Media
SPORT ZONE,Multiple_Regression_TV_Radio_Media
SPORTA TECHNOLOGIES PRIVATE LIMITED,Linear_Regression
SPORTS EXOTICA,Multiple_Regression_TV_Radio_Media
SPORTS GURU FOUNDATION,Multiple_Regression_TV_Radio_Media
SPOTIFY INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
SPP SILKS (ERD),Multiple_Regression_TV_Radio_Media
SPRINGFIT MARKETING INC,Polynomial_Regression_TV_Radio_Media
SPYKAR LIFE STYLES PVT LTD,Linear_Regression
SQUARE PANDA EDUCATION PVT LTD,Multiple_Regression_TV_Radio_Media
SREE ANNAPOORNA FOODS,Multiple_Regression
SREE ARNAMENT,Multiple_Regression
SREE CHAKRA FOODS & BEVERAGES PVT LTD,Multiple_Regression_TV_Radio_Media
SREE GOKULAM & SNGM EDUCATIONAL AND CULTURAL TRUST,Multiple_Regression_TV_Radio_Media
SREE GOKULAM CHIT & FIN CO LTD,Multiple_Regression_TV_Radio_Media
SREE GOKULAM FOOD PROD PVT LTD,Multiple_Regression_TV_Radio_Media
SREE KANVA SOUHARDHA CO-OP CREDIT LTD,Multiple_Regression_TV_Radio_Media
SREE MURUGAN PAINT CO,Multiple_Regression
SREE NARAYANA GURU CLG OF ENGG & TECH,Multiple_Regression_TV_Radio_Media
SREE PUSHPAM INDUSTRIE,Multiple_Regression_TV_Radio_Media
SREE RANG BIOTECH PVT LTD,Multiple_Regression_TV_Radio_Media
SREELEATHERS,Multiple_Regression_TV_Radio_Media
SREEMITRA DEVELOPERS,Multiple_Regression_TV_Radio_Media
SREEROSH PROPERTIES LTD,Multiple_Regression
SREI EQUIPMENT FINANCE PVT LTD,Multiple_Regression_TV_Radio_Media
SREI INFRASTRUCTURE FINANCE,Multiple_Regression
SRI AMBAL & CO (VIRUDHUNAGAR),Multiple_Regression_TV_Radio_Media
SRI AMMAN STEEL & ALLIED INDUST P LTD,Multiple_Regression
SRI ANAGHA REFINERIES PVT LTD,Multiple_Regression
SRI ANDAL ALAGAR ENGG CLG,Multiple_Regression_TV_Radio_Media
SRI BAJRANG POWER & ISPAT LTD,Multiple_Regression
SRI BHUSAMETHA SRI VENKATESWARASWAMY DEV,Multiple_Regression_TV_Radio_Media
SRI BHUVANESHWARI THANGAMALIGAI,Multiple_Regression_TV_Radio_Media
SRI CHAIRMAN SALTS,Multiple_Regression_TV_Radio_Media
SRI CHAITANYA EDUCATION SOC,Multiple_Regression
SRI CHAITANYA SCH TECHNO CURRICULAM,Multiple_Regression
SRI DATRI DEVELOPERS AND PROMOTERS,Polynomial_Regression_TV_to_Others
SRI DURGADEVI INTERNATIONAL,Multiple_Regression
SRI FAMILY ENTERPRISES,Multiple_Regression_TV_Radio_Media
SRI GANAPATHY SILKS,Multiple_Regression_TV_Radio_Media
SRI GANESH TOURS & TRAVELS,Multiple_Regression_TV_Radio_Media
SRI GAYATRI EDUC INST,Polynomial_Regression_TV_to_Others
SRI GURU GRANTH SAHIB M TRUST,Linear_Regression
SRI GURU HARKRISHAN PUB SCH (PATIA),Multiple_Regression_TV_Radio_Media
SRI GURU HARKRISHAN SR SEC SCH (PATIALA),Multiple_Regression_TV_Radio_Media
SRI KALISWARI FIREWORKS P LTD,Multiple_Regression_TV_Radio_Media
SRI KANNAN & COMPANY,Multiple_Regression
SRI KARAN TEXTILE,Multiple_Regression_TV_Radio_Media
SRI KODANDA RAMA AYURVEDA NILAYAM,Multiple_Regression_TV_Radio_Media
SRI KRISHNA SR SEC SCH,Multiple_Regression
SRI KUMARAN STORE,Linear_Regression
SRI KUPPANNA OIL MILLS,Multiple_Regression_TV_Radio_Media
SRI LAKSHMI BALA TRADING COMPANY (CHN),Multiple_Regression_TV_Radio_Media
SRI LAKSHMI INDUSTRIES,Multiple_Regression
SRI LAKSHMI INSTITUTE OF CARDIOLOGY & RESEARCH,Linear_Regression
SRI LALITHA ENTER INDUS P LTD,Multiple_Regression
SRI LANGTA BABA STEELS PVT LTD,Linear_Regression
SRI LANKA TOURIST BOARD,Multiple_Regression
SRI MAHALAKSHMI DAIRY,Multiple_Regression_TV_Radio_Media
SRI MAHALAKSHMI SILKS,Multiple_Regression_TV_Radio_Media
SRI MURALI MOHAN & RA RICE MILL,Multiple_Regression_TV_Radio_Media
SRI MURUGAN GHEE STORES,Multiple_Regression
SRI OCMILL SUITINGS,Multiple_Regression_TV_Radio_Media
SRI PADMAVATI AMMA OLD HOME,Multiple_Regression_TV_Radio_Media
SRI PUNYABHOOMI DEVELOPERS,Polynomial_Regression_TV_to_Others
SRI RAM & CO,Linear_Regression
SRI RAM MURTI SMARAK TRUST,Multiple_Regression_TV_Radio_Media
SRI RAM TUTORIAL CLG,Multiple_Regression_TV_Radio_Media
SRI RAMA SEEDS,Multiple_Regression
SRI RAMALINGESWAR MODERN RICE,Multiple_Regression
SRI RANGASWAMY EDUCATION TRUST,Multiple_Regression_TV_Radio_Media
SRI RENUKA SUGARS LTD,Multiple_Regression
SRI RENUKAMATA MUL ST COOP URB CRD SOC L,Multiple_Regression_TV_Radio_Media
SRI SAI GOLD PALACE,Multiple_Regression_TV_Radio_Media
SRI SAIDEEKSHITHA DEVELOPERS,Multiple_Regression
SRI SAKTHI BALAJI OIL MILLS,Multiple_Regression_TV_Radio_Media
SRI SANKARA MATRIC HR SEC SCH,Multiple_Regression_TV_Radio_Media
SRI SANT KRIPA APPLIANCES,Linear_Regression
SRI SATYA SAI UNIV OF TECH & MED SCI,Multiple_Regression
SRI SHANMUGAVEL MILLS (P) LTD,Multiple_Regression_TV_Radio_Media
SRI SRI AYURVEDA TRUST,Multiple_Regression
SRI SUKHMANI GROUP OF INST,Multiple_Regression_TV_Radio_Media
SRI VADU JUTH KEDAVANI MANDAL,Multiple_Regression_TV_Radio_Media
SRI VARADARAJA FOOD EXPORTS PVT LTD,Multiple_Regression
SRI VEERA CREATIONS,Multiple_Regression_TV_Radio_Media
SRI VENKATESWARA BHAKTI CHANNEL,Linear_Regression
SRI VIJAYALAKSHMI AGARBATHI WORKS,Multiple_Regression
SRI VINAYAKA JEWELERY & SILK SAREES,Multiple_Regression_TV_Radio_Media
SRI VISISTA SUPERSPECIALITY AYURVEDA,Multiple_Regression_TV_Radio_Media
SRIDURGA (BWR),Multiple_Regression_TV_Radio_Media
SRIKRISHNA MILKS PVT LTD,Polynomial_Regression_TV_to_Others
SRIMAAN TRUST,Multiple_Regression_TV_Radio_Media
SRIMAD RAJCHANDRA MISSION,Multiple_Regression_TV_Radio_Media
SRIMANT DAGDUSHETH HAL SAR GANPATI TRUST,Multiple_Regression_TV_Radio_Media
SRIMATHI SUNDARA VALLI MEMORIAL EDUC TRUST,Multiple_Regression_TV_Radio_Media
SRINIKETAN FASHIONS PVT LTD,Multiple_Regression
SRIRAM INTERIORS,Multiple_Regression_TV_Radio_Media
SRIRAMS IAS INST,Multiple_Regression
SRISTAR GOLD COMPANY,Linear_Regression
SRIVASTA SYNTHETIC PVT LTD,Multiple_Regression
SRL LTD,Linear_Regression
SRM GROUP OF EDUCATIONAL INST,Multiple_Regression_TV_Radio_Media
SRM HOSPITAL (KATTANKULATHUR),Polynomial_Regression_TV_Radio_Media
SRM INST FOR MEDICAL SCI,Multiple_Regression_TV_Radio_Media
SRMB SRIJAN LTD,Multiple_Regression
SRR FORTUNE INFRA PVT LTD,Multiple_Regression
SSG PHARMA (P) LTD,Multiple_Regression_TV_Radio_Media
SSM BUILDERS & PROMOTERS,LSTM
ST ANTHONY HIGH SCH (GALGIBAG),Multiple_Regression_TV_Radio_Media
ST CO-DEV AGENCY (CHHATTISGARH),Multiple_Regression
ST COURIER,Polynomial_Regression_TV_to_Others
ST JOHNS SR SEC SCH (CHN),Multiple_Regression_TV_Radio_Media
ST MARYS GROUP OF INSTS,Multiple_Regression_TV_Radio_Media
ST SOLDIER EDUCATIONAL SOC,Polynomial_Regression_TV_Radio_Media
ST SOLDIER INST OF INTL STUDIES,Multiple_Regression_TV_Radio_Media
ST THOMAS CLG OF ARTS&SCI,Multiple_Regression_TV_Radio_Media
STAR CEMENT LTD,Polynomial_Regression_TV_Radio_Media
STAR CRUISES,Multiple_Regression_TV_Radio_Media
STAR ELECTRICALS,Multiple_Regression_TV_Radio_Media
STAR HEALTH&ALLIED INS CO LTD,Multiple_Regression
STAR INDIA PVT LTD,Polynomial_Regression_TV_to_Others
STAR PIPES & FITTINGS,Multiple_Regression_TV_Radio_Media
STAR UNI DAI-ICHI LIFE INSU CO,Multiple_Regression
STAREX MIDDLE EAST LLC,Multiple_Regression_TV_Radio_Media
STARMAKER ENTERTAINMENT TECHNOLOGY INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
STARTING 11 LLC,Multiple_Regression_TV_Radio_Media
STATE BLOOD TRANSFUSION COUNCIL (ORI),Linear_Regression
STATE ELECTION COMMISSION,Linear_Regression
STATE TUBERCULOSIS OFFICER (ASSAM),Multiple_Regression_TV_Radio_Media
STC INDIA PVT LTD,Multiple_Regression
STD CHARTERED BANK,Linear_Regression
STEELMAX ROLLING MILLS LTD,Multiple_Regression_TV_Radio_Media
STEPSSTONE PROMOTERS PVT LTD,Multiple_Regression
STERIFAST HYGEINE SOLUTION,Multiple_Regression_TV_Radio_Media
STERLING & WILSON SOLAR LTD,Linear_Regression
STERLING AGRO INDUSTRIES LTD,Multiple_Regression_TV_Radio_Media
STERLING HOLIDAY RESORTS (IND) LTD,Multiple_Regression
STOCK HOLDING CORP OF IND LTD,Multiple_Regression_TV_Radio_Media
STOCKS FANTASY PVT LTD,Multiple_Regression_TV_Radio_Media
STONEX INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
STORYTEL INDIA,Linear_Regression
STOVEKRAFT PVT LTD,Multiple_Regression_TV_Radio_Media
STRIDES CONSUMER PVT LTD,Polynomial_Regression_TV_to_Others
STUDY 4 IAS,Multiple_Regression
STUDY AT CHANAKYA,Multiple_Regression_TV_Radio_Media
STUDY WORLD CLG OF ENG,Polynomial_Regression_TV_Radio_Media
STUTI CREATIONS PRIVATE LIMITED,Multiple_Regression_TV_Radio_Media
STX ENTERTAINMENT,Multiple_Regression_TV_Radio_Media
STX FILMS,Linear_Regression
STYLAM INDUSTRIES LTD,Multiple_Regression_TV_Radio_Media
STYLE BAAZAR,Multiple_Regression_TV_Radio_Media
SUBAS NUTRITION (P) LTD,Multiple_Regression
SUBHA GRUHA PROJECTS (INDIA) PVT LTD,Linear_Regression
SUBHAS BOSE INST OF HOTEL MGMT,Multiple_Regression
SUBHASH CHANDRA FOUNDATION,Multiple_Regression_TV_Radio_Media
SUBHASH SAREES PVT LTD,Multiple_Regression
SUBRAMANIAM ENTERTAINMENT,Multiple_Regression_TV_Radio_Media
SUBTLELABS,Multiple_Regression_TV_Radio_Media
SUBWAY SYSTEM INDIA PVT LTD,Polynomial_Regression_TV_to_Others
SUCHITWA MISSION,Multiple_Regression
SUDARSHAN FAMILY STORE,Linear_Regression
SUDARSHAN SILKS,LSTM
SUDHA HOSPITALS (TN),Multiple_Regression
SUDHAKAR POLYMERS LTD,Multiple_Regression
SUGAR FREE FOODS INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
SUGNA METALS LTD,Multiple_Regression_TV_Radio_Media
SUGUNA INDUSTRIES,Linear_Regression
SUJANIL CHEMO INDUSTRIES,Multiple_Regression_TV_Radio_Media
SUKETU FASHIONS LTD,Polynomial_Regression_TV_to_Others
SULPHUR MILLS LTD,Linear_Regression
SUMADHURA CONSTRUCTIONS,Linear_Regression
SUMAN VILLAS PVT LTD,Multiple_Regression_TV_Radio_Media
SUMANGAL PRESS PVT LTD,Multiple_Regression_TV_Radio_Media
SUMEET JEWELLERS,Multiple_Regression
SUMIL CHEMICAL INDUSTRIES,Multiple_Regression
SUMITSU APPAREL PVT LTD,Multiple_Regression
SUMMA REAL MEDIA PVT LTD,Multiple_Regression_TV_Radio_Media
SUMMERCOOL HOME APPLIANCES LTD,Multiple_Regression
SUMMIT ENTERTAINMENT,Multiple_Regression
SUMMIT ENTERTAINMENT/VVS FILMS,Multiple_Regression_TV_Radio_Media
SUMO POLYPLAST (P) LTD,Multiple_Regression_TV_Radio_Media
SUN DIRECT TV PVT LTD,Multiple_Regression
SUN EDUCATIONAL INST,Multiple_Regression_TV_Radio_Media
SUN LABORATORIES (P) LTD,Polynomial_Regression_TV_Radio_Media
SUN PHARMACEUTICAL,Linear_Regression
SUN TV NETWORK LTD,Multiple_Regression_TV_Radio_Media
SUNDAR DIABETICS DEZIRE PVT LTD,Multiple_Regression
SUNDARAM ASSET MGMT CO LTD,Multiple_Regression
SUNDARBAN DAIRY AND FARM WORKS,Multiple_Regression
SUNDARBANS FOOD PRODUCT,Multiple_Regression
SUNDAYTOZ INC,Multiple_Regression_TV_Radio_Media
SUNFLAME ENTERPRISES PVT LTD,Multiple_Regression
SUNMED HEALTH CARE PVT LTD,Multiple_Regression_TV_Radio_Media
SUNNY INDUSTRIES PVT LTD,Multiple_Regression_TV_Radio_Media
SUNRAJA OIL INDUSTRIES PVT LTD,Polynomial_Regression_TV_to_Others
SUNRISE FOODS LTD,Linear_Regression
SUNRISE SPICES LTD,Multiple_Regression_TV_Radio_Media
SUPER CASSETTES INDUSTRIES,Polynomial_Regression_TV_to_Others
SUPER DISCOUNT MINERAL WATER,Multiple_Regression_TV_Radio_Media
SUPER DRUGS OF KERALA,Multiple_Regression_TV_Radio_Media
SUPER FIGHT PROMOTIONS PVT LTD,Polynomial_Regression_TV_to_Others
SUPER MARKET GROCERY SUPPLIES PVT LTD,Polynomial_Regression_TV_Radio_Media
SUPER SALTS PVT LTD,Multiple_Regression_TV_Radio_Media
SUPER SEEDS PVT LTD,Multiple_Regression_TV_Radio_Media
SUPER SMELTERS LTD,Multiple_Regression
SUPREME FOOD PRODUCTS,Multiple_Regression
SUPREME INTERNATIONAL (TIRUPUR),Multiple_Regression_TV_Radio_Media
SUPREME PARADISE,Multiple_Regression
SUPREME SOLAR SYSTEMS PVT LTD,Polynomial_Regression_TV_to_Others
SURA BOOKS (PVT) LTD,Multiple_Regression
SURABHI GRANITES (CBT),Linear_Regression
SURAKSHA DIAGNOSTIC CENTRE,Linear_Regression
SURAKSHA SECURITY SYSTEMS,Multiple_Regression_TV_Radio_Media
SURAS PUBLICATION,Multiple_Regression_TV_Radio_Media
SURAT MAHANAGAR PALIKA,Multiple_Regression_TV_Radio_Media
SURAT SILK MILLS,Multiple_Regression
SURENDRAPURI KALAADHAMAM,Linear_Regression
SURFA COATS,Multiple_Regression
SURROUND SOUND SOLUTION PVT LTD,Multiple_Regression
SURUCHI SPICES PVT LTD,Multiple_Regression_TV_Radio_Media
SURYA E LIGHTS,Linear_Regression
SURYA FOOD AND AGRO PVT LTD,Multiple_Regression
SURYA GROUP OF COMPANIES (MUM),Polynomial_Regression_TV_Radio_Media
SURYA PROCESSED FOOD PVT LTD,Multiple_Regression
SURYA ROSHNI LTD,Multiple_Regression_TV_Radio_Media
SURYA SAGAR COMMUNICATION P LTD,Multiple_Regression
SURYODAY SMALL FINANCE BANK LTD,Multiple_Regression_TV_Radio_Media
SUSHILA DANCHAND G CHAR TRUST,Multiple_Regression_TV_Radio_Media
SUVARNABHOOMI INFRA DEVELOPERS PVT LTD,Multiple_Regression_TV_Radio_Media
SUVEE WEDDING PLANNERS,Multiple_Regression
SUVISION HOLDINGS PVT LTD,Polynomial_Regression_TV_to_Others
SUZUKI MOTORCYCLE INDIA P LTD,Multiple_Regression_TV_Radio_Media
SVF ENTERTAINMENT PVT LTD,Multiple_Regression_TV_Radio_Media
SVS ENTERPRISES,Linear_Regression
SVS GROUP OF INST (MRT),Multiple_Regression_TV_Radio_Media
SVS OIL MILLS,Multiple_Regression
SWACHHA BHARAT MISSION URBAN (ASSAM),Multiple_Regression_TV_Radio_Media
SWAD FOOD PRODUCTS,Polynomial_Regression_TV_to_Others
SWADES FOUNDATION,Multiple_Regression
SWAL CORPORATION LTD,Multiple_Regression_TV_Radio_Media
SWAMI SAMARTHA OIL MGMT SYSTEMS,Multiple_Regression_TV_Radio_Media
SWAMI VIVEKANAND GROUP OF INST,Multiple_Regression_TV_Radio_Media
SWAMI VIVEKANAND SUBHARTI UNIVERSITY,Multiple_Regression
SWAMI VIVEKANANDA GRP/REGENT EDUC & RES,Multiple_Regression_TV_Radio_Media
SWAMI VIVEKANANDA INST OF TECH,Multiple_Regression_TV_Radio_Media
SWAMI VIVEKANANDA/REGENT GR OF INST,Multiple_Regression_TV_Radio_Media
SWAMINARAYAN LIFESPACE LLP-ANAROCK,Multiple_Regression_TV_Radio_Media
SWAN AGRO,Multiple_Regression_TV_Radio_Media
SWANIK TECHNOLOGIES,Multiple_Regression_TV_Radio_Media
SWAPNAM SOAP,Multiple_Regression_TV_Radio_Media
SWARAJ EXPRESS MEDIA ACADEMY,Multiple_Regression_TV_Radio_Media
SWARG JEWELLERS,Multiple_Regression_TV_Radio_Media
SWAROOP TECHNO COMPONENTS PVT LTD,Multiple_Regression_TV_Radio_Media
SWAROVSKI INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
SWASTIK MIRCH STORE,Polynomial_Regression_TV_to_Others
SWASTIK SPICES,Multiple_Regression_TV_Radio_Media
SWASTIKA INVESTMART LTD,Polynomial_Regression_TV_to_Others
SWASTIKS MASALAS PICKLES&FOOD PROD P LTD,Multiple_Regression
SWATCH GROUP INDIA PVT LTD,Linear_Regression
SWAYAMVARA SILK,Multiple_Regression_TV_Radio_Media
SWISSTON TOUGHENED GLASS,Multiple_Regression_TV_Radio_Media
SWITCHER INDIA,Multiple_Regression_TV_Radio_Media
SWITZ INTL (P) LTD,Multiple_Regression
SWITZERLAND TOURISM,Multiple_Regression
SX SPORTS PVT LTD,Multiple_Regression
SYAMALA DEVI FOODS PVT LTD,Multiple_Regression_TV_Radio_Media
SYDLER REMEDIES PVT LTD,Multiple_Regression_TV_Radio_Media
SYLCON,Multiple_Regression
SYMANTEC CORPORATION,Multiple_Regression_TV_Radio_Media
SYMBIOSIS OPEN EDUCATION SOCIETY,Multiple_Regression_TV_Radio_Media
SYMBIOSIS SOCIETY,Multiple_Regression
SYMPHONY LTD,Multiple_Regression_TV_Radio_Media
SYNERGY CROP PROTECTION PVT LTD,Multiple_Regression_TV_Radio_Media
SYNERGY MEDIA ENTERTAINMENT,Multiple_Regression_TV_Radio_Media
SYNGENTA INDIA LTD,Multiple_Regression_TV_Radio_Media
SYNTECH TECHNOLOGY PVT LTD,Multiple_Regression_TV_Radio_Media
SYSCOMP INFOSOL,Multiple_Regression_TV_Radio_Media
SYSKA LED,Multiple_Regression
SYSTOOLS SOFTWARE PVT LTD,Multiple_Regression_TV_Radio_Media
T A PAI MGMT INST,Multiple_Regression_TV_Radio_Media
T NARASAPURAM PR AGRI COOP SOC,Multiple_Regression_TV_Radio_Media
T NEWS/APEX EDUCATIONAL INSTITUTE,Multiple_Regression_TV_Radio_Media
T SARKAR PVT LTD,Multiple_Regression
T T LTD,Multiple_Regression_TV_Radio_Media
TAAZA INFOTAINMENT PVT LTD,Multiple_Regression_TV_Radio_Media
TAFE MOTORS & TRACTORS LTD,Multiple_Regression
TAGORE PUB SCH (GURUGRAM),Multiple_Regression_TV_Radio_Media
TAIWAN TOURISM,Multiple_Regression_TV_Radio_Media
TAJ MARBLES (TAJ SHOPPING MALL),Multiple_Regression_TV_Radio_Media
TALENTO AVIATION SERVICES,Multiple_Regression
TALLY SOLUTIONS PVT LTD,Multiple_Regression_TV_Radio_Media
TAMIL KALACHARA SANGAM,Multiple_Regression_TV_Radio_Media
TAMIL NADU GENERATION&DISTRIBUTION CORP,Multiple_Regression_TV_Radio_Media
TAMILNADU CO OP MILK PROD FED,Multiple_Regression
TAMILNADU HANDLOOM WEAVERS COOP SOCIETY,Multiple_Regression
TAMILNADU KHADI & VILLAGE INDUSTRIES BOARD,Multiple_Regression_TV_Radio_Media
TAMILNADU POLLUTION CONT BOARD,Multiple_Regression
TAMILNADU TRADE PROMOTION ORG,Multiple_Regression
TANISH GOLD COMPANY,Multiple_Regression
TANVI CLINIC,Multiple_Regression_TV_Radio_Media
TAPASYA COMMERCE CLG,Multiple_Regression_TV_Radio_Media
TARA CHAND LOGISTIC SOLUTIONS LTD,Multiple_Regression_TV_Radio_Media
TARA CHEMICALS,Multiple_Regression_TV_Radio_Media
TARA FEED FACTORY,Multiple_Regression
TARA HEALTH FOODS LTD,Multiple_Regression
TARUN AYURVEDIC PHARMACY,Multiple_Regression_TV_Radio_Media
TASTY MANUFACTURING CO PVT LTD,Multiple_Regression
TATA,Polynomial_Regression_TV_Radio_Media
TATA AIA LIFE INSURANCE COMP,Multiple_Regression
TATA AIG GENERAL INSURANCE CMP,Multiple_Regression
TATA BLUESCOPE STEEL LTD,Linear_Regression
TATA CAPITAL LTD,Multiple_Regression
TATA CHEMICALS LTD,Polynomial_Regression_TV_to_Others
TATA COFFEE LTD,Multiple_Regression
TATA CONSULTANCY SERVICES,Multiple_Regression
TATA GLOBAL BEVERAGES LTD,Multiple_Regression
TATA HITACHI CONSTRUCTION MACHINERY LTD,Multiple_Regression
TATA MOTORS LTD,Polynomial_Regression_TV_to_Others
TATA POWER DELHI DISTRIBUTION LTD,Multiple_Regression_TV_Radio_Media
TATA POWER SOLAR SYSTEMS LTD,Multiple_Regression
TATA PROJECTS LIMITED,Multiple_Regression
TATA SIA AIRLINES LTD,Multiple_Regression_TV_Radio_Media
TATA SKY LTD,Multiple_Regression_TV_Radio_Media
TATA SONS LIMITED,Multiple_Regression
TATA STEEL,Multiple_Regression_TV_Radio_Media
TATA UNISTORE LTD,Multiple_Regression_TV_Radio_Media
TAXPAYERS ASSOCIATION OF BHARAT,Linear_Regression
TBZ (TRIBHOVANDAS BHIMJI ZAV),Linear_Regression
TCNS CLOTHING,Multiple_Regression_TV_Radio_Media
TEACHMINT TECHNOLOGIES PRIVATE LIMITED,Multiple_Regression
TEAM AID INC,Multiple_Regression
TECH NIRMAN ISPAT PVT LTD,Polynomial_Regression_TV_to_Others
TECHNO INDIA GROUP,Multiple_Regression
TECHNOPHARM,Multiple_Regression_TV_Radio_Media
TED EVENT,Linear_Regression
TEERTHANKER MAHAVEER GROUP,Multiple_Regression
TEJ RAM DHARAM PAUL,Multiple_Regression
TEJA EDUCATIONAL SOCIETY,Multiple_Regression_TV_Radio_Media
TELANGANA RASHTRA SAMITI,LSTM
TELANGANA STATE DEVP PLANNING SOCIETY,Multiple_Regression_TV_Radio_Media
TELECOM REGULATORY AUTH OF IND,Multiple_Regression
TELEONE CONSUMER PRODUCTS PVT LTD,Polynomial_Regression_TV_to_Others
TELUGU DESAM,Multiple_Regression
TENCENT GAMES,Multiple_Regression_TV_Radio_Media
TERRASERVE FOODS PV LTD,Multiple_Regression_TV_Radio_Media
TETRA PAK INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
TEXMO INDUSTRIES,Multiple_Regression_TV_Radio_Media
THACHANKARY FOUNDATION,Linear_Regression
THAI AIRLINES,Multiple_Regression
THAI MOOGAMBIGAI POLY CLG,Multiple_Regression_TV_Radio_Media
THAKAR CHEMICALS,Multiple_Regression_TV_Radio_Media
THAKARSHI TEA PROCESSORS & PACKERS PVT LTD,Multiple_Regression_TV_Radio_Media
THANGAMAYIL JEWELLERY LTD,Polynomial_Regression_TV_Radio_Media
THANNIKKOTTU GROUP OF COMPANIES,Multiple_Regression_TV_Radio_Media
THARAKANS ROYAL JEWELLERY,Multiple_Regression_TV_Radio_Media
THE ADVERTISING CLUB BOMBAY,Multiple_Regression_TV_Radio_Media
THE ALL ENGLAND LAWN TENNIS,Multiple_Regression_TV_Radio_Media
THE ANUPAM KHER,Multiple_Regression
THE ART OF LIVING,Multiple_Regression_TV_Radio_Media
THE ASHA ENGG WORKS,Multiple_Regression_TV_Radio_Media
THE BANGALORE ENGLISH CLUB,Multiple_Regression_TV_Radio_Media
THE BETTER INDIA/A T E CHANDRA FOUND,Polynomial_Regression_TV_Radio_Media
THE BOMBAY DYEING & MFG CO LTD,Multiple_Regression_TV_Radio_Media
THE BOOK WORLD (CUTTACK),Multiple_Regression_TV_Radio_Media
THE CHENNAI HOMES,Multiple_Regression_TV_Radio_Media
THE CHENNAI SHOPPING MALL,Multiple_Regression_TV_Radio_Media
THE CHENNAI SILKS GROUP,Multiple_Regression_TV_Radio_Media
THE CHRISTIAN BROADCASTING NETWORK INC,Multiple_Regression_TV_Radio_Media
THE CSR JOURNAL,Multiple_Regression_TV_Radio_Media
THE DAILY GUARDIAN,Multiple_Regression_TV_Radio_Media
THE DIAMOND PRODUCERS ASSOCIATION,Multiple_Regression
THE DOCTRANCE & ABHIYANTA CAREER TUTORIAL,Multiple_Regression_TV_Radio_Media
THE EASTERN GROUP OF COMPNIES,Multiple_Regression
THE ENGLAND AND WALES CRICKET BOARD (ECB,Multiple_Regression
THE EYE FOUNDATION,Multiple_Regression_TV_Radio_Media
THE FEDERAL BANK,Multiple_Regression
THE GEM & JEWLRY EXP PROM CNCL,Multiple_Regression_TV_Radio_Media
